,MM_id,Brand,laptop_name,display_info,processor_info,RAM,HDD,grapic_Card,colour,laptop,MM_Artkl_number,Nr_of_reviews,Processor,O_S,Screen_size_(cm / inch),Screen_resolution,Memory _Type,Processor_Brand,Processor_Model,Graphics_card_manufacturer,Connections,WLAN_standards,Bluetooth_version,Dimensions_(B / H / T) / Weight,price
1617,M_1617,APPLE,APPLE MacBook Pro MR932D / A-139737 with international English keyboard, notebook with 15.4 inch display, Core i9 processor, 16 GB RAM, 4 TB SSD, Radeon Pro 555X, Space Gray,"APPLE MacBook Pro MR932D / A-139737 with international English keyboard, notebook with 15.4 inch display, Core i9 processor, 16 GB RAM, 4 TB SSD, Radeon Pro 555X, Space Gray",2457963,0,"2,9 GHz 6-Core Intel Core i9 Prozessor der 8. Generation (Turbo Boost bis zu 4,8 GHz)","SSD , 4 TB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7359,-"
1618,M_1618,HP,HP 15-cs0305ng, Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 16 GB RAM, 128 GB SSD, GeForce MX130, Silber,"HP 15-cs0305ng, Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 16 GB RAM, 1 TB HDD, 128 GB SSD, GeForce MX130, Silber",2470875,0,"Intel® Core? i5-8250U Prozessor (bis zu 3,40 GHz mit Intel® Turbo-Boost-Technik...",Windows 10 Home,39.62 cm / 15.6 Zoll,1.920 x 1.080 Pixel,DDR4,Intel®,Core? i5,NVIDIA,nein,null,null,null,"899,-"
1619,M_1619,ASUS,ASUS GL702VM-BA252T, Gaming Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 1 TB HDD, GeForce GTX1060, Schwarz,"ASUS GL702VM-BA252T, Gaming Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 256 GB SSD, 1 TB HDD, GeForce GTX1060, Schwarz",2312950,1,Intel® Core ? i7-7700HQ processor (up to 3.80 GHz with Intel® Turbo Boost technology ...,"SSD, 256 GB, SATA 6 Gbps",43.9 cm / 17.3 inches,"1,920 x 1,080 pixels",DDR4,Intel®,Core? i7,NVIDIA,"3x USB 3.0, 1x USB3.1 Type C (Gen 2), 1x Headphone-out & Audio-in Combo Jack, 1x RJ45, 1x HDMI, 1x mini Display Port, 1x USB3.1-Type C(Gen2) mit Thunderbolt",Intel® Dual Band Wireless-AC (2x2 AC),4.1,420 mm x 24.7 mm x 275 mm / 2.73 kg,"1 7 9 9 , -"
1620,M_1620,APPLE,APPLE MacBook Pro MR9U2D/A-139496 mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor,null, 256 GB SSD, Iris Plus Graphics 655, Silber,"APPLE MacBook Pro MR9U2D/A-139496 mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 256 GB SSD, Iris Plus Graphics 655, Silber",2458378,0,2.3 GHz quad-core Intel Core i5 processor of the 8th generation (Turbo Boost up to 3.8 ...,Iris Plus Graphics 655,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 2 3 9 , -"
1621,M_1621,APPLE,APPLE MPXU2D/A, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 256 GB SSD, Iris Plus Grafik 640, Silber,"APPLE MPXU2D/A, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 256 GB SSD, Iris Plus Grafik 640, Silber",2298334,0,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),OS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"1 9 7 9 , -"
1622,M_1622,APPLE,APPLE MacBook Pro MR9R2D/A-139583 mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor,null, 512 GB SSD, Iris Plus Graphics 655, Space Grau,"APPLE MacBook Pro MR9R2D/A-139583 mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 512 GB SSD, Iris Plus Graphics 655, Space Grau",2458453,0,2.7 GHz quad-core Intel Core i7 processor of the 8th generation (Turbo Boost up to ...,Iris Plus Graphics 655,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 6 0 9 , -"
1623,M_1623,APPLE,APPLE MacBook Pro MR932D/A-139859 mit französischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 32 GB RAM, 512 GB SSD, Radeon Pro 555X, Space Grau,"APPLE MacBook Pro MR932D/A-139859 mit französischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 32 GB RAM, 512 GB SSD, Radeon Pro 555X, Space Grau",2458019,0,"2,9 GHz 6-Core Intel Core i9 Prozessor der 8. Generation (Turbo Boost bis zu 4,8 GHz)","SSD , 512 GB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3999,-"
1624,M_1624,APPLE,APPLE MacBook Pro mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 1 TB SSD, Iris Plus Graphics 640, Silber,"APPLE MacBook Pro mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 1 TB SSD, Iris Plus Graphics 640, Silber",2298465,0,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),macOS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 4 9 9 , -"
1625,M_1625,APPLE,APPLE MacBook Pro MR9U2D/A-139510 mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor,null, 2 TB SSD, Iris Plus Graphics 655, Silber,"APPLE MacBook Pro MR9U2D/A-139510 mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 2 TB SSD, Iris Plus Graphics 655, Silber",2458353,0,2.3 GHz quad-core Intel Core i5 processor of the 8th generation (Turbo Boost up to 3.8 ...,Iris Plus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"3 9 8 9 , -"
1626,M_1626,APPLE,APPLE MacBook Pro MR962D/A-139911 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 2 TB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR962D/A-139911 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 2 TB SSD, Radeon Pro 560X, Silber",2458179,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),Radeon Pro 560X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"5 5 5 9 , -"
1627,M_1627,APPLE,APPLE MacBook Pro MR962D/A-140003 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 256 GB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR962D/A-140003 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 256 GB SSD, Radeon Pro 560X, Silber",2458343,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),Radeon Pro 560X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"2 9 1 9 , -"
1628,M_1628,APPLE,APPLE MacBook Pro MR932D/A-139714 mit internationaler englischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB SSD, Radeon Pro 555X, Space Grau,"APPLE MacBook Pro MR932D/A-139714 mit internationaler englischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB SSD, Radeon Pro 555X, Space Grau",2457940,0,"2,2 GHz 6-Core Intel Core i7 Prozessor der 8. Generation (Turbo Boost bis zu 4,1 GHz)","SSD , 512 GB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3039,-"
1629,M_1629,ASUS,ASUS FX504GD-EN385T, Gaming Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 128 GB SSD, GeForce GTX 1050, Schwarz,"ASUS FX504GD-EN385T, Gaming Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 1 TB HDD, 128 GB SSD, GeForce GTX 1050, Schwarz",2413064,1,Intel® Core ? i5-8300H processor (up to 4.00 GHz with Intel® Turbo Boost technology),Windows 10 (64bit),39.62 cm / 15.6 Zoll,1.920 x 1.080 Pixel,DDR4,Intel®,Core? i5,NVIDIA,"1x USB 2.0, 2x USB 3.0, 1x HDMI, 1x 3.5 mm Klinke",802.11 ac,10/100/1000 MBit/s,384 mm x 25 mm x 262 mm / 2.3 kg,"9 9 9 , -"
1630,M_1630,APPLE,APPLE MacBook Pro MR962D/A-139888 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 256 GB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR962D/A-139888 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 256 GB SSD, Radeon Pro 560X, Silber",2458151,0,"2,2 GHz 6-Core Intel Core i7 Prozessor der 8. Generation (Turbo Boost bis zu 4,1 GHz)",Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3399,-"
1631,M_1631,APPLE,APPLE MPTR2D, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 2 TB SSD, Radeon Pro 560 (+ Intel Graphics 630 automatisch umschaltend), Space Grey,"APPLE MPTR2D, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 2 TB SSD, Radeon Pro 560 (+ Intel Graphics 630 automatisch umschaltend), Space Grey",2296713,0,"3,1 GHz Quad-Core Intel Core i7 Prozessor (Turbo Boost bis zu 4,1 GHz)",OS Sierra,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,LPDDR3,Intel,Core i7,AMD,"4x Thunderbold 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"4959,-"
1632,M_1632,APPLE,APPLE MacBook Pro MR932D/A-139677 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 4 TB SSD, Radeon Pro 555X, Space Grau,"APPLE MacBook Pro MR932D/A-139677 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 4 TB SSD, Radeon Pro 555X, Space Grau",2457903,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),"SSD, 4 TB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"6 8 7 9 , -"
1633,M_1633,APPLE,APPLE MPXU2D/A, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 512 GB SSD, Iris Plus Grafik 640, Silber,"APPLE MPXU2D/A, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 512 GB SSD, Iris Plus Grafik 640, Silber",2298280,0,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),OS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"1 9 8 9 , -"
1634,M_1634,APPLE,APPLE MacBook Pro MR942D/A-140107 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 2 TB SSD, Radeon Pro 560X, Space Grau,"APPLE MacBook Pro MR942D/A-140107 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 2 TB SSD, Radeon Pro 560X, Space Grau",2458087,0,"2,6 GHz 6-Core Intel Core i7 Prozessor der 8. Generation (Turbo Boost bis zu 4,3 GHz)",Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"4739,-"
1635,M_1635,APPLE,APPLE MacBook Pro MR942D/A-140088 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 4 TB SSD, Radeon Pro 560X, Space Grau,"APPLE MacBook Pro MR942D/A-140088 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 4 TB SSD, Radeon Pro 560X, Space Grau",2458063,0,"2,9 GHz 6-Core Intel Core i9 Prozessor der 8. Generation (Turbo Boost bis zu 4,8 GHz)",Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7959,-"
1636,M_1636,APPLE,APPLE MacBook Air mit spanischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 512 GB SSD, HD Grafik 6029, Silber,"APPLE MacBook Air mit spanischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 512 GB SSD, HD Grafik 6029, Silber",2394953,0,2.2GHz Intel Dual-Core Core i7 processor (Turbo Boost up to 3.2GHz),macOS Sierra,33.78 cm / 13.3 inches,"1,440 x 900 pixels",LPDDR3,Intel,Core i7,Intel,"2x USB 3.0, 1x Thunderbolt 2, 1x MagSafe 2, 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4,325 mm x 17 mm x 227 mm / 1.35 kg,"1 7 7 9 , -"
1637,M_1637,ASUS,ASUS VivoBook S14 (S430UF-EB016T), Notebook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, NVIDIA GeForce MX 130, Silver Blue-Yellow,"ASUS VivoBook S14 (S430UF-EB016T), Notebook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, NVIDIA GeForce MX 130, Silver Blue-Yellow",2469863,0,Intel® Core ? i5-8250U processor (up to 3.40 GHz with Intel® Turbo Boost technology ...,Windows® 10 Home Edition (64-bit),35.56 cm / 14 inches,1.920 × 1.080 Pixel,DDR4,Intel®,Core? i5,NVIDIA,nein,null,null,null,"8 4 9 , -"
1638,M_1638,HP,HP 14-cb034ng, Notebook mit 14 Zoll Display, Celeron® Prozessor, 4 GB RAM, 64 GB eMMC, Intel® HD Grafik 400, Violett,"HP 14-cb034ng, Notebook mit 14 Zoll Display, Celeron® Prozessor, 4 GB RAM, 64 GB eMMC, Intel® HD Grafik 400, Violett",2481511,0,"Intel® Celeron® processor N3060 (up to 2.48 GHz, 2 MB Intel® Cache)",Windows 10 S,35.56 cm / 14 inches,1366x768 pixels,DDR3L,Intel®,Celeron®,Intel,nein,null,null,null,"2 7 9 , -"
1639,M_1639,HP,HP 820 G3, Notebook mit 12.5 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 520, Silber,"HP 820 G3, Notebook mit 12.5 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 520, Silber",2302140,0,"Intel® Core? i7-6500U Prozessor (bis zu 3,10 GHz mit Intel® Turbo-Boost-Technik...",Windows 7 Professional,31.75 cm / 12.5 Zoll,1.920 x 1.080 Pixel,DDR4,Intel®,Core? i7,1.74 GB,nein,null,null,null,"2099,-"
1640,M_1640,APPLE,APPLE MacBook Pro with US keyboard, notebook with 13.3 inch display, Core i7 processor, 8 GB RAM, 512 GB SSD, Iris Plus Graphics 640, Space Gray,"APPLE MacBook Pro with US keyboard, notebook with 13.3 inch display, Core i7 processor, 8 GB RAM, 512 GB SSD, Iris Plus Graphics 640, Space Gray",2298233,0,2.5 GHz dual-core Intel Core i7 processor (Turbo Boost up to 4.0 GHz),macOS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i7,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 3 5 9 , -"
1641,M_1641,APPLE,APPLE MacBook mit britischer Tastatur, Notebook mit 12 Zoll Display, Core i5 Prozessor, 8 GB RAM, 512 GB Flash, HD Graphics 615, Space Grey,"APPLE MacBook mit britischer Tastatur, Notebook mit 12 Zoll Display, Core i5 Prozessor, 8 GB RAM, 512 GB Flash, HD Graphics 615, Space Grey",2295483,0,"1,3 GHz Intel Dual-Core Core i5 Prozessor (Turbo Boost bis zu 3,2 GHz)",macOS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core i5,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1799,-"
1642,M_1642,APPLE,APPLE MacBook Pro MR962D/A-139964 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 512 GB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR962D/A-139964 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 512 GB SSD, Radeon Pro 560X, Silber",2458275,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),Radeon Pro 560X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3159,-"
1643,M_1643,APPLE,APPLE MacBook Pro mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 1 TB SSD, Iris Plus Graphics 640, Silber,"APPLE MacBook Pro mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 1 TB SSD, Iris Plus Graphics 640, Silber",2298794,0,2.5 GHz dual-core Intel Core i7 processor (Turbo Boost up to 4.0 GHz),macOS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i7,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"3 0 9 9 , -"
1644,M_1644,APPLE,APPLE MacBook mit britischer Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 16 GB RAM, 256 GB Flash, HD Graphics 615, Silber,"APPLE MacBook mit britischer Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 16 GB RAM, 256 GB Flash, HD Graphics 615, Silber",2295595,0,1.4GHz Intel Dual-Core Core i7 processor (Turbo Boost up to 3.6GHz),macOS Sierra,30.5 cm / 12 inches,"2,304 x 1,440 pixels",LPDDR3,Intel,Core i7,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"2 0 3 9 , -"
1645,M_1645,APPLE,APPLE MacBook Pro MR9R2D/A-139567 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor,null, 2 TB SSD, Iris Plus Graphics 655, Space Grau,"APPLE MacBook Pro MR9R2D/A-139567 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 2 TB SSD, Iris Plus Graphics 655, Space Grau",2458486,0,2.3 GHz quad-core Intel Core i5 processor of the 8th generation (Turbo Boost up to ...,Iris Plus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"3 7 4 9 , -"
1646,M_1646,APPLE,APPLE MacBook Pro MR962D/A-139998 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 256 GB SSD, Radeon Pro 555X, Silber,"APPLE MacBook Pro MR962D/A-139998 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 256 GB SSD, Radeon Pro 555X, Silber",2458335,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),Radeon Pro 555X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 2 7 9 , -"
1647,M_1647,APPLE,APPLE MacBook Pro MR972D/A-140174 mit internationaler Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 1 TB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR972D/A-140174 mit internationaler Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 1 TB SSD, Radeon Pro 560X, Silber",2458622,0,2.6 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.3 GHz),Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"4259,-"
1648,M_1648,APPLE,APPLE MacBook Pro mit Touch Bar und deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 2 TB SSD, Radeon Pro 560 (+ Intel Graphics 630 automatisch umschaltend), Space Grey,"APPLE MacBook Pro mit Touch Bar und deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 2 TB SSD, Radeon Pro 560 (+ Intel Graphics 630 automatisch umschaltend), Space Grey",2296938,0,"3,1 GHz Quad-Core Intel Core i7 Prozessor (Turbo Boost bis zu 4,1 GHz)",OS Sierra,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,LPDDR3,Intel,Core i7,AMD,"4x Thunderbold 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"4959,-"
