,Brand,Unnamed: 1,MM_id,laptop_name,display_info,processor_info,RAM,HDD,grapic_Card,weight,processor_speed,colour,laptop,MM_Artkl_number,Nr_of_reviews,Processor,O_S,Screen_size_(cm / inch),Screen_resolution,Memory_Type,Processor_Brand,Processor_Model,Graphics_card_manufacturer,Connections,WLAN_standards,Bluetooth_version,Dimensions_(B / H / T) / Weight,price,Headquarters,Country,CEO,Founder,Revenue_usd
1655,HP,668,M_668,HP x360 1030 G2, Convertible mit 13.3 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 256 GB SSD, HD-Grafik 620,null,null, Silber,"HP x360 1030 G2, Convertible mit 13.3 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 256 GB SSD, HD-Grafik 620, Silber",2302180,0,null,Windows 10 Professional,33.78 cm / 13.3 Zoll,1.920 x 1.080 Pixel,DDR4,null,Core? i7,32 GB,null,null,null,null,"2329,-",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1656,HP,677,M_677,HP 17-by0332ng, Notebook mit 17.3 Zoll Display, Core? i3 Prozessor, 8 GB RAM, 256 GB SSD,null,null,null, Schwarz,null,2470869,0,null,Windows 10 Home,43.94 cm / 17.3 inches,"1,600 x 900 pixels",DDR4,null,Core? i3,Intel,DVD Brenner,null,null,null,"5 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1657,HP,692,M_692,HP x360 1030 G2, Notebook mit 13.3 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 620,null,null, Silber,"HP x360 1030 G2, Notebook mit 13.3 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 620, Silber",2254454,0,null,Windows 10 Professional,33.78 cm / 13.3 Zoll,1920 x 1080 Pixel,DDR4,null,Core? i5,32 GB,null,null,null,null,"2 0 3 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1658,HP,703,M_703,HP ENVY 17-bw0300ng, Notebook mit 17.3 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 128 GB SSD, GeForce MX150,null,null, Silber,"HP ENVY 17-bw0300ng, Notebook mit 17.3 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 1 TB HDD, 128 GB SSD, GeForce MX150, Silber",2431089,0,null,Windows 10 Home (64 bit),43.9 cm / 17.3 Zoll,1.920 x 1.080 Pixel,DDR4,null,Core? i5,NVIDIA,DVD Brenner,null,null,null,"9 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1659,HP,708,M_708,HP 840 G3, Notebook mit 14 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 520,null,null, Schwarz/Silber,"HP 840 G3, Notebook mit 14 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 520, Schwarz/Silber",2301858,0,null,Windows 7 Professional,35.56 cm / 14 Zoll,2.560 x 1.440 Pixel,DDR4,null,Core? i7,1.74 GB,null,null,null,null,"2 1 2 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1660,HP,721,M_721,HP 820 G3, Notebook mit 12.5 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 520,null,null, Silber,"HP 820 G3, Notebook mit 12.5 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 520, Silber",2302144,0,null,Windows 7 Professional,31.75 cm / 12.5 inches,"1,366 x 768 pixels",DDR4,null,Core? i5,1.74 GB,null,null,null,null,"1 9 8 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1661,HP,731,M_731,HP ZBook 17 G4, Notebook mit 17.3 Zoll Display, Xeon Prozessor, 32 GB RAM, 512 GB SSD, HD Grafik P630,null,null, Schwarz,"HP ZBook 17 G4, Notebook mit 17.3 Zoll Display, Xeon Prozessor, 32 GB RAM, 512 GB SSD, HD Grafik P630, Schwarz",2302148,1,null,Windows 10 Professional,43.94 cm / 17.3 Zoll,1.920 x 1.080 Pixel,DDR4,null,Xeon,1.7 GB,null,null,null,null,"5 4 0 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1662,HP,757,M_757,HP 1040 G3, Notebook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 512 GB SSD, HD Grafik 520,null,null, Silber,"HP 1040 G3, Notebook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 512 GB SSD, HD Grafik 520, Silber",2302017,0,null,Windows 10 Professional,35.56 cm / 14 Zoll,1.920 x 1.080 Pixel,DDR4,null,Core? i5,1.74 GB,null,null,null,null,"2 3 1 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1663,HP,779,M_779,HP 1040 G3, Notebook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 520,null,null, Silber,"HP 1040 G3, Notebook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 520, Silber",2302058,0,null,"SSD, 256 GB, SATA",35.56 cm / 14 Zoll,1.920 x 1.080 Pixel,DDR4,null,Core? i5,1.74 GB,null,null,null,null,"1 9 0 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1664,HP,789,M_789,HP Pavilion 14-bf031ng, Notebook mit 14 Zoll Display, Core? i3 Prozessor, 12 GB RAM, 128 GB SSD, HD-Grafik 620, 1.63 kg,null, Pink/Silber,"HP Pavilion 14-bf031ng, Notebook mit 14 Zoll Display, Core? i3 Prozessor, 12 GB RAM, 1 TB HDD, 128 GB SSD, HD-Grafik 620, Pink/Silber",2271732,2,null,Windows 10 Home (64 bit),35.6 cm / 14 inches,"1,920 x 1,080 pixels",DDR4,null,Core ? i3,null,null,802.11ac/b/g/n,4.2,324 mm x 19.9 mm x 227.6 mm / 1.63 kg,"7 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1665,HP,810,M_810,HP 650 G2, Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 4 GB RAM, 500 GB HDD, HD Grafik 520,null,null, Silber,"HP 650 G2, Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 4 GB RAM, 500 GB HDD, HD Grafik 520, Silber",2302089,0,null,Windows 7 Professional,39.62 cm / 15.6 Zoll,1.366 x 768 Pixel,DDR4,null,Core? i5,1.74 GB,DVD Brenner,null,null,null,"1159,-",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1666,HP,821,M_821,HP 17 G3, Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 256 GB SSD, HD Grafik 530,null,null, Schwarz,"HP 17 G3, Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 256 GB SSD, HD Grafik 530, Schwarz",2302112,0,null,Windows 7 Professional,43.94 cm / 17.3 inches,"1,920 x 1,080 pixels",DDR4,null,Core? i7,1.7 GB,null,null,null,null,"3 5 4 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1667,HP,822,M_822,HP 850 G3, Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 4 GB RAM, 500 GB HDD, HD Grafik 520,null,null, Silber,"HP 850 G3, Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 4 GB RAM, 500 GB HDD, HD Grafik 520, Silber",2301828,0,null,Windows 7 Professional,39.62 cm / 15.6 Zoll,1.366 x 768 Pixel,DDR4,null,Core? i5,1.74 GB,null,null,null,null,"1 5 1 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1668,HP,835,M_835,HP 15-bs133ng, Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 1 TB HDD, Radeon? 520,null,null, Silber,"HP 15-bs133ng, Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 1 TB HDD, Radeon? 520, Silber",2326375,0,null,Windows 10 Home (64 bit),39.62 cm / 15.6 inches,1.920 x 1.080 Pixel,DDR4,null,Core? i5,AMD,DVD Brenner,null,null,null,"7 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1669,HP,841,M_841,HP OMEN 17-AN171NG, Gaming Notebook mit 17.3 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 1 TB HDD, GeForce GTX 1050,null,null, Schwarz,"HP OMEN 17-AN171NG, Gaming Notebook mit 17.3 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 1 TB HDD, GeForce GTX 1050, Schwarz",2445486,1,null,Windows 10 Home,43.94 cm / 17.3 Zoll,1.920 x 1.080 Pixel,DDR4,null,Core? i5,NVIDIA,null,null,null,null,"9 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1670,HP,842,M_842,HP 840 G3, Ultrabook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 520,null,null, Silber,"HP 840 G3, Ultrabook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 520, Silber",2302090,0,null,Windows 7 Professional,35.56 cm / 14 Zoll,2.560 x 1.440 Pixel,DDR4,null,Core? i5,1.74 GB,null,null,null,null,"1959,-",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1671,HP,850,M_850,HP x360 1030 G2, Convertible mit 13.3 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD-Grafik 620,null,null, Silber,"HP x360 1030 G2, Convertible mit 13.3 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD-Grafik 620, Silber",2302183,0,null,Windows 10 Professional,33.78 cm / 13.3 inches,"1,920 x 1,080 pixels",DDR4,null,Core? i5,32 GB,null,null,null,null,"1 6 5 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1672,HP,852,M_852,HP 1030 G1, Ultrabook with 13.3 inch display, Core ? m5 processor, 8 GB RAM, 256 GB SSD, HD Graphics 515,null,null, black / silver,"HP 1030 G1, Ultrabook with 13.3 inch display, Core ? m5 processor, 8 GB RAM, 256 GB SSD, HD Graphics 515, black / silver",2302095,0,null,Windows 10 Professional,33.78 cm / 13.3 Zoll,3.200 x 1.800 Pixel,LPDDR3,null,Core? m5,1.74 GB,null,null,null,null,"1909,-",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1673,HP,864,M_864,HP 15-dc0311ng, Gaming Notebook mit 15.6 Zoll Display, Core? i7 Prozessor, 32 GB RAM, 256 GB SSD, GeForce GTX 1070,null,null, Schwarz,"HP 15-dc0311ng, Gaming Notebook mit 15.6 Zoll Display, Core? i7 Prozessor, 32 GB RAM, 1 TB HDD, 256 GB SSD, GeForce GTX 1070, Schwarz",2470836,0,null,Windows 10 Home,39.62 cm / 15.6 inches,1.920 x 1.080 Pixel,DDR4,null,Core? i7,NVIDIA,null,null,null,null,"1 9 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1674,HP,900,M_900,HP 640 G3, Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 620,null,null, Silber,"HP 640 G3, Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 620, Silber",2301929,0,null,Windows 10 Professional,39.62 cm / 15.6 Zoll,1.920 x 1.080 Pixel,DDR4,null,Core? i5,32 GB,DVD Brenner,null,null,null,"1 3 7 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1675,HP,917,M_917,HP 14-MA0307NG, Notebook mit 14 Zoll Display, Pentium Silver Prozessor, 4 GB RAM, 256 GB SSD, UHD Grafik 605,null,null, Silber,"HP 14-MA0307NG, Notebook mit 14 Zoll Display, Pentium Silver Prozessor, 4 GB RAM, 256 GB SSD, UHD Grafik 605, Silber",2445490,0,null,Windows 10 Home,35.56 cm / 14 inches,"1,366 x 768 pixels",DDR4,null,Pentium Silver,Intel,null,null,null,null,"4 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1676,HP,927,M_927,HP 15-da0326ng, Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 2 TB HDD,null,null,null, Schwarz,null,2481767,0,null,Windows 10 Home,39.62 cm / 15.6 inches,"1,920 x 1,080 pixels",DDR4,null,Core? i5,Intel,DVD Brenner,null,null,null,"5 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1677,HP,930,M_930,HP 14-bf000ng, Notebook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, GeForce 940MX,null,null, Silber,"HP 14-bf000ng, Notebook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 1 TB HDD, 256 GB SSD, GeForce 940MX, Silber",2479253,1,null,Windows 10 Home,35.56 cm / 14 Zoll,1.920 x 1.080 Pixel,DDR4,null,Core? i5,NVIDIA,null,null,null,null,"6 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1678,HP,944,M_944,HP 840 G3, Notebook mit 14 Zoll Display, Core? i5 Prozessor, 4 GB RAM, 500 GB HDD, HD Grafik 520,null,null, Silber,"HP 840 G3, Notebook mit 14 Zoll Display, Core? i5 Prozessor, 4 GB RAM, 500 GB HDD, HD Grafik 520, Silber",2302167,0,null,Windows 10 Professional,35.56 cm / 14 Zoll,1.920 x 1.080 Pixel,DDR4,null,Core? i5,1.74 GB,null,null,null,null,"1559,-",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1679,HP,956,M_956,HP 14-ma0319ng, Notebook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD,null,null,null, Silber/Schwarz,null,2470837,0,null,Windows 10 Home,35.56 cm / 14 inches,"1,920 x 1,080 pixels",DDR4,null,Core? i5,Intel,null,null,null,null,"6 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1680,HP,967,M_967,HP 1030 G1, Notebook mit 13.3 Zoll Display, Core? m5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 515,null,null, Silber,"HP 1030 G1, Notebook mit 13.3 Zoll Display, Core? m5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 515, Silber",2302048,0,null,Windows 10 Professional,33.78 cm / 13.3 Zoll,1.920 x 1.080 Pixel,LPDDR3,null,Core? m5,1.74 GB,null,null,null,null,"1 7 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1681,HP,1003,M_1003,HP 15-db0302ng, Notebook mit 15.6 Zoll Display, Ryzen 5 Prozessor, 16 GB RAM, 128 GB SSD, Radeon Vega 8,null,null, Schwarz,"HP 15-db0302ng, Notebook mit 15.6 Zoll Display, Ryzen 5 Prozessor, 16 GB RAM, 1 TB HDD, 128 GB SSD, Radeon Vega 8, Schwarz",2431088,0,null,Windows 10 Home,39.6 cm / 15.6 inches,"1,920 x 1,080 pixels",DDR4,AMD,Ryzen 5,AMD,null,null,null,null,"6 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1682,HP,1007,M_1007,HP 14-CF0320NG, Notebook mit 14 Zoll Display, Core? i3 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 620,null,null,null,null,2445463,1,null,Windows 10 Home,35.56 cm / 14 inches,"1,366 x 768 pixels",DDR4,null,Core? i3,Intel,null,null,null,null,"5 4 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1683,HP,1015,M_1015,HP Pavilion 17-ab312ng, Notebook mit 17.3 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 128 GB SSD,null,null,null, Schwarz,null,2469870,11,null,Windows 10 Home (64 bit),43.9 cm / 17.3 inches,"1,920 x 1,080 pixels",DDR4,null,Core ? i5,null,DVD Brenner,null,null,null,"8 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1684,HP,1022,M_1022,HP 14-ce0302ng, Notebook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, GeForce MX130, Gold,null,null,null,null,2445473,0,null,Windows 10 Home,35.56 cm / 14 inches,1.920 x 1.080 Pixel,DDR4,null,Core? i5,NVIDIA,null,null,null,null,"7 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1685,HP,1037,M_1037,HP 13 G1, Chromebook mit 13.3 Zoll Display,null, 4 GB RAM, 32 GB eMMC, HD Grafik 515,null,null, Silber,null,2302000,0,null,"eMMC, 32 GB",33.782 cm / 13.3 Zoll,3200 x 1800 Pixel,LPDDR3,null,null,null,null,null,null,null,"6 1 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1686,HP,1047,M_1047,HP Folio G1, Notebooks mit 12.5 Zoll Display, Core? m7 Prozessor, 8 GB RAM, 512 GB SSD, HD-Grafik 515,null,null, Silber,"HP Folio G1, Notebooks mit 12.5 Zoll Display, Core? m7 Prozessor, 8 GB RAM, 512 GB SSD, HD-Grafik 515, Silber",2302182,0,null,Windows 10 Professional,31.75 cm / 12.5 inches,"3,840 x 2,160 pixels",DDR4,null,Core? m7,1.74 GB,null,null,null,null,"2 3 1 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1687,HP,1054,M_1054,HP 17-ap034ng, Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 256 GB SSD, GeForce GTX 1070,null,null, Schwarz/Rot,"HP 17-ap034ng, Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 1 TB HDD, 256 GB SSD, GeForce GTX 1070, Schwarz/Rot",2385382,0,null,Windows 10 Home,43.9 cm / 17.3 Zoll,1.920 x 1.080 Pixel,DDR4,null,Core? i7,NVIDIA,null,null,null,null,"2 2 0 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1688,HP,1069,M_1069,HP ZBook 15 G4, Notebooks mit 15.6 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 630,null,null, Schwarz,"HP ZBook 15 G4, Notebooks mit 15.6 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 630, Schwarz",2302143,0,null,"SSD, 256 GB",39.62 cm / 15.6 inches,"1,920 x 1,080 pixels",DDR4,null,Core? i7,64 GB,null,null,null,null,"1839,-",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1689,HP,1073,M_1073,HP ENVY 13-ad130ng, Notebook mit 13.3 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 360 GB SSD,null,null,null, Gold,null,2385381,0,null,"SSD, 360 GB",33.8 cm / 13.3 inches,"1,920 x 1,080 pixels",LPDDR3,null,Core? i7,null,null,null,null,null,"1 1 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1690,HP,1076,M_1076,HP 850 G4, Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 620,null,null, Silber,"HP 850 G4, Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 620, Silber",2302073,0,null,Windows 10 Professional,39.62 cm / 15.6 Zoll,1.920 x 1.080 Pixel,DDR4,null,Core? i5,32 GB,null,null,null,null,"1 6 4 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1691,HP,1101,M_1101,HP 17-ab436ng, Gaming Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 256 GB SSD, GeForce GTX 1050 Ti,null,null, Schwarz,"HP 17-ab436ng, Gaming Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 1 TB HDD, 256 GB SSD, GeForce GTX 1050 Ti, Schwarz",2476166,0,null,Windows 10 Home,43.94 cm / 17.3 inches,"1,920 x 1,080 pixels",DDR4,null,Core? i7,NVIDIA,DVD Brenner,null,null,null,"1 2 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1692,HP,1104,M_1104,HP 14-ma0350ng, Notebook mit 14 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 128 GB SSD, Radeon 530,null,null,null,null,2463138,0,null,Windows 10 Home,35.56 cm / 14 inches,"1,920 x 1,080 pixels",DDR4,null,Core? i7,AMD,null,null,null,null,"9 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1693,HP,1118,M_1118,HP RP9 G1 Retail-System, Modell 9015, Notebook mit 15.6 Zoll Display, Core? i3 Prozessor, 4 GB RAM, 128 GB SSD,null,null, Silber,"HP RP9 G1 Retail-System, Modell 9015, Notebook mit 15.6 Zoll Display, Core? i3 Prozessor, 4 GB RAM, 128 GB SSD, Silber",2302004,0,null,"SSD, 128 GB, SATA",39.6 cm / 15.6 inches,"1,366 x 768 pixels",DDR4,null,Core? i3,"SSD , 128 GB , SATA",Windows 10 (64 Bit),null,null,null,"2 2 3 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1694,HP,1134,M_1134,HP 14-MA0315NG, Notebook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, Radeon 530,null,null, Silber,"HP 14-MA0315NG, Notebook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, Radeon 530, Silber",2430994,0,null,Windows 10 Home,35.56 cm / 14 inches,"1,920 x 1,080 pixels",DDR4,null,Core? i5,AMD,null,null,null,null,"6 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1695,HP,1156,M_1156,HP 17-bs036ng, Notebook mit 17.3 Zoll Display, Core? i3 Prozessor, 8 GB RAM, 1 TB HDD, HD-Grafikkarte 520,null,null, Schwarz,"HP 17-bs036ng, Notebook mit 17.3 Zoll Display, Core? i3 Prozessor, 8 GB RAM, 1 TB HDD, HD-Grafikkarte 520, Schwarz",2315132,12,null,"HDD, 1TB, 5,400 RPM. , SATA",43.9 cm / 17.3 inches,"1,600 x 900 pixels",DDR4,null,Core? i3,null,DVD Brenner,null,null,null,"4 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1696,HP,1168,M_1168,HP EliteBook 1040 G3 (ENERGY STAR), Notebook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 520,null,null, Silber,"HP EliteBook 1040 G3 (ENERGY STAR), Notebook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 520, Silber",2302093,0,null,"SSD , 256 GB",35.56 cm / 14 Zoll,1.920 x 1.080 Pixel,DDR4,null,Core? i5,null,null,null,null,null,"2259,-",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1697,HP,1182,M_1182,HP EliteBook Folio G1, Notebook mit 12.5 Zoll Display, Core? m5 Prozessor, 8 GB RAM, 256 GB SSD, Intel HD-Grafikkarte 515,null,null, Silber,"HP EliteBook Folio G1, Notebook mit 12.5 Zoll Display, Core? m5 Prozessor, 8 GB RAM, 256 GB SSD, Intel HD-Grafikkarte 515, Silber",2302155,0,null,"SSD, 256 GB",31.75 cm / 12.5 inches,"1,920 x 1,080 pixels",LPDDR3,null,Core? m5,null,null,null,null,null,"1 3 4 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1698,HP,1187,M_1187,HP 840 G3, Ultrabook mit 14 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 512 GB SSD, HD Grafik 520,null,null, Silber,"HP 840 G3, Ultrabook mit 14 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 512 GB SSD, HD Grafik 520, Silber",2302110,0,null,Windows 7 Professional,35.56 cm / 14 inches,"1,920 x 1,080 pixels",DDR4,null,Core? i7,1.74 GB,null,null,null,null,"2 0 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1699,HP,1209,M_1209,HP 15-dc0304ng, Gaming Notebook mit 15.6 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 256 GB SSD, GeForce GTX 1060,null,null, Schwarz,"HP 15-dc0304ng, Gaming Notebook mit 15.6 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 1 TB HDD, 256 GB SSD, GeForce GTX 1060, Schwarz",2431097,0,null,Windows 10 Home,39.62 cm / 15.6 inches,"1,920 x 1,080 pixels",DDR4,null,Core? i7,NVIDIA,null,null,null,null,"1599,-",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1700,HP,1215,M_1215,HP 15-cn0312ng, Convertible mit 15.6 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 128 GB SSD, GeForce MX150,null,null, Schwarz/Silber,"HP 15-cn0312ng, Convertible mit 15.6 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 1 TB HDD, 128 GB SSD, GeForce MX150, Schwarz/Silber",2470843,0,null,Windows 10 Home,39.62 cm / 15.6 inches,"1,920 x 1,080 pixels",DDR4,null,Core? i7,NVIDIA,null,null,null,null,"1 1 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1701,HP,1230,M_1230,HP 17-BY0316NG, Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 256 GB SSD, Radeon 530,null,null, Silber,"HP 17-BY0316NG, Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 1 TB HDD, 256 GB SSD, Radeon 530, Silber",2431076,0,null,Windows 10 Home,68.11 cm / 17.3 inches,"1,920 x 1,080 pixels",DDR4,null,Core? i7,AMD,DVD Brenner,null,null,null,"9 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1702,HP,1246,M_1246,HP ZBook 15 G3, 15.6 inch notebook, Core ? i7 processor, 8 GB RAM, 256 GB SSD, HD Graphics 530,null,null, Black,"HP ZBook 15 G3, 15.6 inch notebook, Core ? i7 processor, 8 GB RAM, 256 GB SSD, HD Graphics 530, Black",2302152,0,null,Windows 10 Professional,39.62 cm / 15.6 inches,"1,920 x 1,080 pixels",DDR4,null,Core? i7,1.7 GB,null,null,null,null,"2 2 5 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1703,HP,1260,M_1260,HP Folio G1, Notebook mit 12.5 Zoll Display, Core? m5 Prozessor, 8 GB RAM, 256 GB SSD, HD-Grafik 515,null,null, Silber,"HP Folio G1, Notebook mit 12.5 Zoll Display, Core? m5 Prozessor, 8 GB RAM, 256 GB SSD, HD-Grafik 515, Silber",2302177,0,null,"SSD , 256 GB , SATA",31.75 cm / 12.5 Zoll,1.920 x 1.080 Pixel,LPDDR3,null,Core? m5,1.74 GB,null,null,null,null,"1709,-",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
1704,HP,1268,M_1268,HP 14-MA0318NG, Notebook mit 14 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 128 GB SSD, AMD Radeon 530,null,null, Silber,"HP 14-MA0318NG, Notebook mit 14 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 1 TB HDD, 128 GB SSD, AMD Radeon 530, Silber",2430995,0,null,Windows 10 Home,35.56 cm / 14 inches,1.920 x 1.080 Pixel,DDR4,null,Core? i7,null,null,null,null,null,"8 9 9 , -",California,USA,Dion Weisler," David Packard,  Bill Hewlett",52.06 B
